"nationality","region","unit","month","time","Overnight stays"
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",36331
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",36480
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",61125
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",53318
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",39900
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",13840
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",13624
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",24635
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",22158
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",18707
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",2.6
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",2.7
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.5
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",2.4
"Greenland","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",2.1
"Greenland","Ilulissat (*)","Number of overnight stays","Total","2020",25094
"Greenland","Ilulissat (*)","Number of overnight stays","Total","2021",25936
"Greenland","Ilulissat (*)","Number of overnight stays","Total","2022",44042
"Greenland","Ilulissat (*)","Number of overnight stays","Total","2023",41881
"Greenland","Ilulissat (*)","Number of overnight stays","Total","2024",33562
"Greenland","Ilulissat (*)","Number of guests","Total","2020",9433
"Greenland","Ilulissat (*)","Number of guests","Total","2021",9908
"Greenland","Ilulissat (*)","Number of guests","Total","2022",18870
"Greenland","Ilulissat (*)","Number of guests","Total","2023",17732
"Greenland","Ilulissat (*)","Number of guests","Total","2024",15453
"Greenland","Ilulissat (*)","Average overnight stays per guest","Total","2020",2.7
"Greenland","Ilulissat (*)","Average overnight stays per guest","Total","2021",2.6
"Greenland","Ilulissat (*)","Average overnight stays per guest","Total","2022",2.3
"Greenland","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.4
"Greenland","Ilulissat (*)","Average overnight stays per guest","Total","2024",2.2
"Greenland","Qeqqata Kommunia","Number of overnight stays","Total","2020",21837
"Greenland","Qeqqata Kommunia","Number of overnight stays","Total","2021",21969
"Greenland","Qeqqata Kommunia","Number of overnight stays","Total","2022",32329
"Greenland","Qeqqata Kommunia","Number of overnight stays","Total","2023",31699
"Greenland","Qeqqata Kommunia","Number of overnight stays","Total","2024",23705
"Greenland","Qeqqata Kommunia","Number of guests","Total","2020",9976
"Greenland","Qeqqata Kommunia","Number of guests","Total","2021",8611
"Greenland","Qeqqata Kommunia","Number of guests","Total","2022",17205
"Greenland","Qeqqata Kommunia","Number of guests","Total","2023",16667
"Greenland","Qeqqata Kommunia","Number of guests","Total","2024",12167
"Greenland","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",2.2
"Greenland","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",2.6
"Greenland","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",1.9
"Greenland","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",1.9
"Greenland","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.9
"Greenland","Kommune Kujalleq","Number of overnight stays","Total","2020",20937
"Greenland","Kommune Kujalleq","Number of overnight stays","Total","2021",25427
"Greenland","Kommune Kujalleq","Number of overnight stays","Total","2022",27095
"Greenland","Kommune Kujalleq","Number of overnight stays","Total","2023",28734
"Greenland","Kommune Kujalleq","Number of overnight stays","Total","2024",34750
"Greenland","Kommune Kujalleq","Number of guests","Total","2020",7871
"Greenland","Kommune Kujalleq","Number of guests","Total","2021",10200
"Greenland","Kommune Kujalleq","Number of guests","Total","2022",12186
"Greenland","Kommune Kujalleq","Number of guests","Total","2023",13391
"Greenland","Kommune Kujalleq","Number of guests","Total","2024",15336
"Greenland","Kommune Kujalleq","Average overnight stays per guest","Total","2020",2.7
"Greenland","Kommune Kujalleq","Average overnight stays per guest","Total","2021",2.5
"Greenland","Kommune Kujalleq","Average overnight stays per guest","Total","2022",2.2
"Greenland","Kommune Kujalleq","Average overnight stays per guest","Total","2023",2.1
"Greenland","Kommune Kujalleq","Average overnight stays per guest","Total","2024",2.3
"Greenland","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",41803
"Greenland","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",51915
"Greenland","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",61881
"Greenland","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",64934
"Greenland","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",65342
"Greenland","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",11981
"Greenland","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",15891
"Greenland","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",21972
"Greenland","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",21987
"Greenland","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",22646
"Greenland","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",3.5
"Greenland","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",3.3
"Greenland","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",2.8
"Greenland","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",3.0
"Greenland","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",2.9
"Greenland","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",784
"Greenland","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",603
"Greenland","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",96
"Greenland","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",202
"Greenland","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",387
"Greenland","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",99
"Greenland","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",62
"Greenland","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",30
"Greenland","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",55
"Greenland","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",49
"Greenland","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",7.9
"Greenland","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",9.7
"Greenland","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",3.2
"Greenland","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",3.7
"Greenland","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",7.9
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",15947
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",26812
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",48414
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",44227
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",38929
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",4880
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",9290
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",18755
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",17603
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",15858
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",3.3
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",2.9
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.6
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",2.5
"Denmark","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",2.5
"Denmark","Ilulissat (*)","Number of overnight stays","Total","2020",14283
"Denmark","Ilulissat (*)","Number of overnight stays","Total","2021",22725
"Denmark","Ilulissat (*)","Number of overnight stays","Total","2022",42255
"Denmark","Ilulissat (*)","Number of overnight stays","Total","2023",38035
"Denmark","Ilulissat (*)","Number of overnight stays","Total","2024",32039
"Denmark","Ilulissat (*)","Number of guests","Total","2020",4141
"Denmark","Ilulissat (*)","Number of guests","Total","2021",7703
"Denmark","Ilulissat (*)","Number of guests","Total","2022",16086
"Denmark","Ilulissat (*)","Number of guests","Total","2023",14743
"Denmark","Ilulissat (*)","Number of guests","Total","2024",12820
"Denmark","Ilulissat (*)","Average overnight stays per guest","Total","2020",3.4
"Denmark","Ilulissat (*)","Average overnight stays per guest","Total","2021",3.0
"Denmark","Ilulissat (*)","Average overnight stays per guest","Total","2022",2.6
"Denmark","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.6
"Denmark","Ilulissat (*)","Average overnight stays per guest","Total","2024",2.5
"Denmark","Qeqqata Kommunia","Number of overnight stays","Total","2020",5372
"Denmark","Qeqqata Kommunia","Number of overnight stays","Total","2021",7718
"Denmark","Qeqqata Kommunia","Number of overnight stays","Total","2022",20568
"Denmark","Qeqqata Kommunia","Number of overnight stays","Total","2023",21020
"Denmark","Qeqqata Kommunia","Number of overnight stays","Total","2024",23149
"Denmark","Qeqqata Kommunia","Number of guests","Total","2020",2376
"Denmark","Qeqqata Kommunia","Number of guests","Total","2021",3312
"Denmark","Qeqqata Kommunia","Number of guests","Total","2022",13322
"Denmark","Qeqqata Kommunia","Number of guests","Total","2023",13894
"Denmark","Qeqqata Kommunia","Number of guests","Total","2024",14527
"Denmark","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",2.3
"Denmark","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",2.3
"Denmark","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",1.5
"Denmark","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",1.5
"Denmark","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.6
"Denmark","Kommune Kujalleq","Number of overnight stays","Total","2020",1265
"Denmark","Kommune Kujalleq","Number of overnight stays","Total","2021",985
"Denmark","Kommune Kujalleq","Number of overnight stays","Total","2022",3422
"Denmark","Kommune Kujalleq","Number of overnight stays","Total","2023",4345
"Denmark","Kommune Kujalleq","Number of overnight stays","Total","2024",4336
"Denmark","Kommune Kujalleq","Number of guests","Total","2020",445
"Denmark","Kommune Kujalleq","Number of guests","Total","2021",433
"Denmark","Kommune Kujalleq","Number of guests","Total","2022",1758
"Denmark","Kommune Kujalleq","Number of guests","Total","2023",1702
"Denmark","Kommune Kujalleq","Number of guests","Total","2024",1781
"Denmark","Kommune Kujalleq","Average overnight stays per guest","Total","2020",2.8
"Denmark","Kommune Kujalleq","Average overnight stays per guest","Total","2021",2.3
"Denmark","Kommune Kujalleq","Average overnight stays per guest","Total","2022",1.9
"Denmark","Kommune Kujalleq","Average overnight stays per guest","Total","2023",2.6
"Denmark","Kommune Kujalleq","Average overnight stays per guest","Total","2024",2.4
"Denmark","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",9845
"Denmark","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",16172
"Denmark","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",29290
"Denmark","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",29262
"Denmark","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",29649
"Denmark","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",2308
"Denmark","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",3456
"Denmark","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",7221
"Denmark","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",7881
"Denmark","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",8687
"Denmark","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",4.3
"Denmark","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",4.7
"Denmark","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",4.1
"Denmark","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",3.7
"Denmark","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",3.4
"Denmark","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",80
"Denmark","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",20
"Denmark","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",260
"Denmark","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",89
"Denmark","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",158
"Denmark","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",5
"Denmark","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",6
"Denmark","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",60
"Denmark","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",17
"Denmark","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",38
"Denmark","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",16.0
"Denmark","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",3.3
"Denmark","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",4.3
"Denmark","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",5.2
"Denmark","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",4.2
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",52
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",125
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",548
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",676
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",706
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",13
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",43
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",271
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",302
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",331
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",4.0
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",2.9
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.0
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",2.2
"Sweden","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",2.1
"Sweden","Ilulissat (*)","Number of overnight stays","Total","2020",37
"Sweden","Ilulissat (*)","Number of overnight stays","Total","2021",125
"Sweden","Ilulissat (*)","Number of overnight stays","Total","2022",519
"Sweden","Ilulissat (*)","Number of overnight stays","Total","2023",659
"Sweden","Ilulissat (*)","Number of overnight stays","Total","2024",675
"Sweden","Ilulissat (*)","Number of guests","Total","2020",11
"Sweden","Ilulissat (*)","Number of guests","Total","2021",43
"Sweden","Ilulissat (*)","Number of guests","Total","2022",265
"Sweden","Ilulissat (*)","Number of guests","Total","2023",291
"Sweden","Ilulissat (*)","Number of guests","Total","2024",318
"Sweden","Ilulissat (*)","Average overnight stays per guest","Total","2020",3.4
"Sweden","Ilulissat (*)","Average overnight stays per guest","Total","2021",2.9
"Sweden","Ilulissat (*)","Average overnight stays per guest","Total","2022",2.0
"Sweden","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.3
"Sweden","Ilulissat (*)","Average overnight stays per guest","Total","2024",2.1
"Sweden","Qeqqata Kommunia","Number of overnight stays","Total","2020",42
"Sweden","Qeqqata Kommunia","Number of overnight stays","Total","2021",41
"Sweden","Qeqqata Kommunia","Number of overnight stays","Total","2022",207
"Sweden","Qeqqata Kommunia","Number of overnight stays","Total","2023",267
"Sweden","Qeqqata Kommunia","Number of overnight stays","Total","2024",155
"Sweden","Qeqqata Kommunia","Number of guests","Total","2020",9
"Sweden","Qeqqata Kommunia","Number of guests","Total","2021",28
"Sweden","Qeqqata Kommunia","Number of guests","Total","2022",87
"Sweden","Qeqqata Kommunia","Number of guests","Total","2023",123
"Sweden","Qeqqata Kommunia","Number of guests","Total","2024",101
"Sweden","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",4.7
"Sweden","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",1.5
"Sweden","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",2.4
"Sweden","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",2.2
"Sweden","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.5
"Sweden","Kommune Kujalleq","Number of overnight stays","Total","2020",13
"Sweden","Kommune Kujalleq","Number of overnight stays","Total","2021",17
"Sweden","Kommune Kujalleq","Number of overnight stays","Total","2022",19
"Sweden","Kommune Kujalleq","Number of overnight stays","Total","2023",78
"Sweden","Kommune Kujalleq","Number of overnight stays","Total","2024",178
"Sweden","Kommune Kujalleq","Number of guests","Total","2020",2
"Sweden","Kommune Kujalleq","Number of guests","Total","2021",9
"Sweden","Kommune Kujalleq","Number of guests","Total","2022",11
"Sweden","Kommune Kujalleq","Number of guests","Total","2023",41
"Sweden","Kommune Kujalleq","Number of guests","Total","2024",117
"Sweden","Kommune Kujalleq","Average overnight stays per guest","Total","2020",6.5
"Sweden","Kommune Kujalleq","Average overnight stays per guest","Total","2021",1.9
"Sweden","Kommune Kujalleq","Average overnight stays per guest","Total","2022",1.7
"Sweden","Kommune Kujalleq","Average overnight stays per guest","Total","2023",1.9
"Sweden","Kommune Kujalleq","Average overnight stays per guest","Total","2024",1.5
"Sweden","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",132
"Sweden","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",174
"Sweden","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",411
"Sweden","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",622
"Sweden","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",480
"Sweden","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",35
"Sweden","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",57
"Sweden","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",150
"Sweden","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",190
"Sweden","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",160
"Sweden","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",3.8
"Sweden","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",3.1
"Sweden","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",2.7
"Sweden","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",3.3
"Sweden","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",3.0
"Sweden","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",0
"Sweden","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",0
"Sweden","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",92
"Sweden","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",14
"Sweden","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",0
"Sweden","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",0
"Sweden","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",0
"Sweden","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",14
"Sweden","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",2
"Sweden","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",0
"Sweden","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",0.0
"Sweden","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",0.0
"Sweden","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",6.6
"Sweden","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",7.0
"Sweden","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",0.0
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",38
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",110
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",319
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",502
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",502
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",13
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",23
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",115
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",176
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",181
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",2.9
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",4.8
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.8
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",2.9
"Norway","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",2.8
"Norway","Ilulissat (*)","Number of overnight stays","Total","2020",32
"Norway","Ilulissat (*)","Number of overnight stays","Total","2021",110
"Norway","Ilulissat (*)","Number of overnight stays","Total","2022",308
"Norway","Ilulissat (*)","Number of overnight stays","Total","2023",469
"Norway","Ilulissat (*)","Number of overnight stays","Total","2024",498
"Norway","Ilulissat (*)","Number of guests","Total","2020",10
"Norway","Ilulissat (*)","Number of guests","Total","2021",23
"Norway","Ilulissat (*)","Number of guests","Total","2022",109
"Norway","Ilulissat (*)","Number of guests","Total","2023",162
"Norway","Ilulissat (*)","Number of guests","Total","2024",179
"Norway","Ilulissat (*)","Average overnight stays per guest","Total","2020",3.2
"Norway","Ilulissat (*)","Average overnight stays per guest","Total","2021",4.8
"Norway","Ilulissat (*)","Average overnight stays per guest","Total","2022",2.8
"Norway","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.9
"Norway","Ilulissat (*)","Average overnight stays per guest","Total","2024",2.8
"Norway","Qeqqata Kommunia","Number of overnight stays","Total","2020",62
"Norway","Qeqqata Kommunia","Number of overnight stays","Total","2021",28
"Norway","Qeqqata Kommunia","Number of overnight stays","Total","2022",406
"Norway","Qeqqata Kommunia","Number of overnight stays","Total","2023",227
"Norway","Qeqqata Kommunia","Number of overnight stays","Total","2024",264
"Norway","Qeqqata Kommunia","Number of guests","Total","2020",32
"Norway","Qeqqata Kommunia","Number of guests","Total","2021",10
"Norway","Qeqqata Kommunia","Number of guests","Total","2022",174
"Norway","Qeqqata Kommunia","Number of guests","Total","2023",150
"Norway","Qeqqata Kommunia","Number of guests","Total","2024",191
"Norway","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",1.9
"Norway","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",2.8
"Norway","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",2.3
"Norway","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",1.5
"Norway","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.4
"Norway","Kommune Kujalleq","Number of overnight stays","Total","2020",4
"Norway","Kommune Kujalleq","Number of overnight stays","Total","2021",34
"Norway","Kommune Kujalleq","Number of overnight stays","Total","2022",64
"Norway","Kommune Kujalleq","Number of overnight stays","Total","2023",124
"Norway","Kommune Kujalleq","Number of overnight stays","Total","2024",48
"Norway","Kommune Kujalleq","Number of guests","Total","2020",1
"Norway","Kommune Kujalleq","Number of guests","Total","2021",15
"Norway","Kommune Kujalleq","Number of guests","Total","2022",37
"Norway","Kommune Kujalleq","Number of guests","Total","2023",62
"Norway","Kommune Kujalleq","Number of guests","Total","2024",32
"Norway","Kommune Kujalleq","Average overnight stays per guest","Total","2020",4.0
"Norway","Kommune Kujalleq","Average overnight stays per guest","Total","2021",2.3
"Norway","Kommune Kujalleq","Average overnight stays per guest","Total","2022",1.7
"Norway","Kommune Kujalleq","Average overnight stays per guest","Total","2023",2.0
"Norway","Kommune Kujalleq","Average overnight stays per guest","Total","2024",1.5
"Norway","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",212
"Norway","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",657
"Norway","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",955
"Norway","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",917
"Norway","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",839
"Norway","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",81
"Norway","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",103
"Norway","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",302
"Norway","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",288
"Norway","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",265
"Norway","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",2.6
"Norway","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",6.4
"Norway","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",3.2
"Norway","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",3.2
"Norway","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",3.2
"Norway","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",0
"Norway","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",50
"Norway","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",37
"Norway","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",41
"Norway","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",11
"Norway","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",0
"Norway","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",12
"Norway","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",13
"Norway","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",16
"Norway","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",7
"Norway","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",0.0
"Norway","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",4.2
"Norway","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",2.8
