"nationality","region","unit","month","time","Overnight stays"
"USA","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",1360
"USA","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",867
"USA","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",3.1
"USA","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",3.3
"USA","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",2.6
"USA","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",2.9
"USA","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",2.5
"USA","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",5
"USA","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",0
"USA","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",114
"USA","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",47
"USA","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",36
"USA","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",1
"USA","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",0
"USA","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",31
"USA","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",11
"USA","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",13
"USA","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",5.0
"USA","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",0.0
"USA","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",3.7
"USA","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",4.3
"USA","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",2.8
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",19
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",22
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",227
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",196
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",257
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",5
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",8
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",115
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",101
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",137
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",3.8
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",2.8
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.0
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",1.9
"Japan","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",1.9
"Japan","Ilulissat (*)","Number of overnight stays","Total","2020",19
"Japan","Ilulissat (*)","Number of overnight stays","Total","2021",22
"Japan","Ilulissat (*)","Number of overnight stays","Total","2022",223
"Japan","Ilulissat (*)","Number of overnight stays","Total","2023",190
"Japan","Ilulissat (*)","Number of overnight stays","Total","2024",256
"Japan","Ilulissat (*)","Number of guests","Total","2020",5
"Japan","Ilulissat (*)","Number of guests","Total","2021",8
"Japan","Ilulissat (*)","Number of guests","Total","2022",114
"Japan","Ilulissat (*)","Number of guests","Total","2023",95
"Japan","Ilulissat (*)","Number of guests","Total","2024",136
"Japan","Ilulissat (*)","Average overnight stays per guest","Total","2020",3.8
"Japan","Ilulissat (*)","Average overnight stays per guest","Total","2021",2.8
"Japan","Ilulissat (*)","Average overnight stays per guest","Total","2022",2.0
"Japan","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.0
"Japan","Ilulissat (*)","Average overnight stays per guest","Total","2024",1.9
"Japan","Qeqqata Kommunia","Number of overnight stays","Total","2020",34
"Japan","Qeqqata Kommunia","Number of overnight stays","Total","2021",23
"Japan","Qeqqata Kommunia","Number of overnight stays","Total","2022",20
"Japan","Qeqqata Kommunia","Number of overnight stays","Total","2023",43
"Japan","Qeqqata Kommunia","Number of overnight stays","Total","2024",38
"Japan","Qeqqata Kommunia","Number of guests","Total","2020",9
"Japan","Qeqqata Kommunia","Number of guests","Total","2021",8
"Japan","Qeqqata Kommunia","Number of guests","Total","2022",19
"Japan","Qeqqata Kommunia","Number of guests","Total","2023",27
"Japan","Qeqqata Kommunia","Number of guests","Total","2024",20
"Japan","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",3.8
"Japan","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",2.9
"Japan","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",1.1
"Japan","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",1.6
"Japan","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.9
"Japan","Kommune Kujalleq","Number of overnight stays","Total","2020",2
"Japan","Kommune Kujalleq","Number of overnight stays","Total","2021",0
"Japan","Kommune Kujalleq","Number of overnight stays","Total","2022",0
"Japan","Kommune Kujalleq","Number of overnight stays","Total","2023",20
"Japan","Kommune Kujalleq","Number of overnight stays","Total","2024",8
"Japan","Kommune Kujalleq","Number of guests","Total","2020",2
"Japan","Kommune Kujalleq","Number of guests","Total","2021",0
"Japan","Kommune Kujalleq","Number of guests","Total","2022",0
"Japan","Kommune Kujalleq","Number of guests","Total","2023",5
"Japan","Kommune Kujalleq","Number of guests","Total","2024",4
"Japan","Kommune Kujalleq","Average overnight stays per guest","Total","2020",1.0
"Japan","Kommune Kujalleq","Average overnight stays per guest","Total","2021",0.0
"Japan","Kommune Kujalleq","Average overnight stays per guest","Total","2022",0.0
"Japan","Kommune Kujalleq","Average overnight stays per guest","Total","2023",4.0
"Japan","Kommune Kujalleq","Average overnight stays per guest","Total","2024",2.0
"Japan","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",1
"Japan","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",1
"Japan","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",86
"Japan","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",63
"Japan","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",76
"Japan","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",0
"Japan","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",1
"Japan","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",40
"Japan","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",26
"Japan","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",39
"Japan","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",0.0
"Japan","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",1.0
"Japan","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",2.2
"Japan","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",2.4
"Japan","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",1.9
"Japan","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",0
"Japan","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",0
"Japan","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",3
"Japan","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",0
"Japan","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",3
"Japan","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",0
"Japan","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",0
"Japan","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",1
"Japan","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",0
"Japan","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",1
"Japan","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",0.0
"Japan","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",0.0
"Japan","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",3.0
"Japan","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",0.0
"Japan","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",3.0
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",65
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",0
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",456
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",240
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",483
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",16
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",0
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",145
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",98
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",221
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",4.1
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",0.0
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",3.1
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",2.4
"Canada","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",2.2
"Canada","Ilulissat (*)","Number of overnight stays","Total","2020",65
"Canada","Ilulissat (*)","Number of overnight stays","Total","2021",0
"Canada","Ilulissat (*)","Number of overnight stays","Total","2022",439
"Canada","Ilulissat (*)","Number of overnight stays","Total","2023",225
"Canada","Ilulissat (*)","Number of overnight stays","Total","2024",411
"Canada","Ilulissat (*)","Number of guests","Total","2020",16
"Canada","Ilulissat (*)","Number of guests","Total","2021",0
"Canada","Ilulissat (*)","Number of guests","Total","2022",131
"Canada","Ilulissat (*)","Number of guests","Total","2023",95
"Canada","Ilulissat (*)","Number of guests","Total","2024",180
"Canada","Ilulissat (*)","Average overnight stays per guest","Total","2020",4.1
"Canada","Ilulissat (*)","Average overnight stays per guest","Total","2021",0.0
"Canada","Ilulissat (*)","Average overnight stays per guest","Total","2022",3.4
"Canada","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.4
"Canada","Ilulissat (*)","Average overnight stays per guest","Total","2024",2.3
"Canada","Qeqqata Kommunia","Number of overnight stays","Total","2020",97
"Canada","Qeqqata Kommunia","Number of overnight stays","Total","2021",252
"Canada","Qeqqata Kommunia","Number of overnight stays","Total","2022",294
"Canada","Qeqqata Kommunia","Number of overnight stays","Total","2023",303
"Canada","Qeqqata Kommunia","Number of overnight stays","Total","2024",229
"Canada","Qeqqata Kommunia","Number of guests","Total","2020",71
"Canada","Qeqqata Kommunia","Number of guests","Total","2021",151
"Canada","Qeqqata Kommunia","Number of guests","Total","2022",192
"Canada","Qeqqata Kommunia","Number of guests","Total","2023",161
"Canada","Qeqqata Kommunia","Number of guests","Total","2024",157
"Canada","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",1.4
"Canada","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",1.7
"Canada","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",1.5
"Canada","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",1.9
"Canada","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.5
"Canada","Kommune Kujalleq","Number of overnight stays","Total","2020",37
"Canada","Kommune Kujalleq","Number of overnight stays","Total","2021",6
"Canada","Kommune Kujalleq","Number of overnight stays","Total","2022",262
"Canada","Kommune Kujalleq","Number of overnight stays","Total","2023",444
"Canada","Kommune Kujalleq","Number of overnight stays","Total","2024",154
"Canada","Kommune Kujalleq","Number of guests","Total","2020",11
"Canada","Kommune Kujalleq","Number of guests","Total","2021",3
"Canada","Kommune Kujalleq","Number of guests","Total","2022",78
"Canada","Kommune Kujalleq","Number of guests","Total","2023",122
"Canada","Kommune Kujalleq","Number of guests","Total","2024",66
"Canada","Kommune Kujalleq","Average overnight stays per guest","Total","2020",3.4
"Canada","Kommune Kujalleq","Average overnight stays per guest","Total","2021",2.0
"Canada","Kommune Kujalleq","Average overnight stays per guest","Total","2022",3.4
"Canada","Kommune Kujalleq","Average overnight stays per guest","Total","2023",3.6
"Canada","Kommune Kujalleq","Average overnight stays per guest","Total","2024",2.3
"Canada","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",290
"Canada","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",278
"Canada","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",1208
"Canada","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",922
"Canada","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",1611
"Canada","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",103
"Canada","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",84
"Canada","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",418
"Canada","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",367
"Canada","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",620
"Canada","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",2.8
"Canada","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",3.3
"Canada","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",2.9
"Canada","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",2.5
"Canada","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",2.6
"Canada","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",0
"Canada","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",0
"Canada","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",8
"Canada","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",19
"Canada","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",24
"Canada","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",0
"Canada","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",0
"Canada","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",2
"Canada","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",10
"Canada","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",4
"Canada","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",0.0
"Canada","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",0.0
"Canada","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",4.0
"Canada","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",1.9
"Canada","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",6.0
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",369
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",151
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",2124
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",3538
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",7282
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",115
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",59
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",1048
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",1565
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",3152
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",3.2
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",2.6
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.0
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",2.3
"Other countries","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",2.3
"Other countries","Ilulissat (*)","Number of overnight stays","Total","2020",319
"Other countries","Ilulissat (*)","Number of overnight stays","Total","2021",142
"Other countries","Ilulissat (*)","Number of overnight stays","Total","2022",2055
"Other countries","Ilulissat (*)","Number of overnight stays","Total","2023",3383
"Other countries","Ilulissat (*)","Number of overnight stays","Total","2024",6609
"Other countries","Ilulissat (*)","Number of guests","Total","2020",102
"Other countries","Ilulissat (*)","Number of guests","Total","2021",50
"Other countries","Ilulissat (*)","Number of guests","Total","2022",1004
"Other countries","Ilulissat (*)","Number of guests","Total","2023",1473
"Other countries","Ilulissat (*)","Number of guests","Total","2024",2840
"Other countries","Ilulissat (*)","Average overnight stays per guest","Total","2020",3.1
"Other countries","Ilulissat (*)","Average overnight stays per guest","Total","2021",2.8
"Other countries","Ilulissat (*)","Average overnight stays per guest","Total","2022",2.0
"Other countries","Ilulissat (*)","Average overnight stays per guest","Total","2023",2.3
"Other countries","Ilulissat (*)","Average overnight stays per guest","Total","2024",2.3
"Other countries","Qeqqata Kommunia","Number of overnight stays","Total","2020",348
"Other countries","Qeqqata Kommunia","Number of overnight stays","Total","2021",206
"Other countries","Qeqqata Kommunia","Number of overnight stays","Total","2022",856
"Other countries","Qeqqata Kommunia","Number of overnight stays","Total","2023",1564
"Other countries","Qeqqata Kommunia","Number of overnight stays","Total","2024",2161
"Other countries","Qeqqata Kommunia","Number of guests","Total","2020",85
"Other countries","Qeqqata Kommunia","Number of guests","Total","2021",67
"Other countries","Qeqqata Kommunia","Number of guests","Total","2022",429
"Other countries","Qeqqata Kommunia","Number of guests","Total","2023",1032
"Other countries","Qeqqata Kommunia","Number of guests","Total","2024",1616
"Other countries","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",4.1
"Other countries","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",3.1
"Other countries","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",2.0
"Other countries","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",1.5
"Other countries","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.3
"Other countries","Kommune Kujalleq","Number of overnight stays","Total","2020",61
"Other countries","Kommune Kujalleq","Number of overnight stays","Total","2021",192
"Other countries","Kommune Kujalleq","Number of overnight stays","Total","2022",277
"Other countries","Kommune Kujalleq","Number of overnight stays","Total","2023",274
"Other countries","Kommune Kujalleq","Number of overnight stays","Total","2024",458
"Other countries","Kommune Kujalleq","Number of guests","Total","2020",22
"Other countries","Kommune Kujalleq","Number of guests","Total","2021",42
"Other countries","Kommune Kujalleq","Number of guests","Total","2022",154
"Other countries","Kommune Kujalleq","Number of guests","Total","2023",170
"Other countries","Kommune Kujalleq","Number of guests","Total","2024",167
"Other countries","Kommune Kujalleq","Average overnight stays per guest","Total","2020",2.8
"Other countries","Kommune Kujalleq","Average overnight stays per guest","Total","2021",4.6
"Other countries","Kommune Kujalleq","Average overnight stays per guest","Total","2022",1.8
"Other countries","Kommune Kujalleq","Average overnight stays per guest","Total","2023",1.6
"Other countries","Kommune Kujalleq","Average overnight stays per guest","Total","2024",2.7
"Other countries","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",219
"Other countries","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",241
"Other countries","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",3408
"Other countries","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",2399
"Other countries","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",2586
"Other countries","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",61
"Other countries","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",82
"Other countries","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",648
"Other countries","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",958
"Other countries","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",1106
"Other countries","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2020",3.6
"Other countries","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2021",2.9
"Other countries","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2022",5.3
"Other countries","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2023",2.5
"Other countries","Kommuneqarfik Sermersooq Vest","Average overnight stays per guest","Total","2024",2.3
"Other countries","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2020",0
"Other countries","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2021",0
"Other countries","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2022",276
"Other countries","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2023",143
"Other countries","Kommuneqarfik Sermersooq Øst","Number of overnight stays","Total","2024",39
"Other countries","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2020",0
"Other countries","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2021",0
"Other countries","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2022",196
"Other countries","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2023",46
"Other countries","Kommuneqarfik Sermersooq Øst","Number of guests","Total","2024",37
"Other countries","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2020",0.0
"Other countries","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2021",0.0
"Other countries","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2022",1.4
"Other countries","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2023",3.1
"Other countries","Kommuneqarfik Sermersooq Øst","Average overnight stays per guest","Total","2024",1.1
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2020",1727
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2021",6617
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2022",1188
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2023",879
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of overnight stays","Total","2024",1078
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2020",239
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2021",3585
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2022",527
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2023",215
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Number of guests","Total","2024",586
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2020",7.2
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2021",1.8
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2022",2.3
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2023",4.1
"Unknown","Avannaata Kommunia and Kommune Qeqertalik","Average overnight stays per guest","Total","2024",1.8
"Unknown","Ilulissat (*)","Number of overnight stays","Total","2020",0
"Unknown","Ilulissat (*)","Number of overnight stays","Total","2021",3330
"Unknown","Ilulissat (*)","Number of overnight stays","Total","2022",50
"Unknown","Ilulissat (*)","Number of overnight stays","Total","2023",295
"Unknown","Ilulissat (*)","Number of overnight stays","Total","2024",91
"Unknown","Ilulissat (*)","Number of guests","Total","2020",0
"Unknown","Ilulissat (*)","Number of guests","Total","2021",2332
"Unknown","Ilulissat (*)","Number of guests","Total","2022",47
"Unknown","Ilulissat (*)","Number of guests","Total","2023",46
"Unknown","Ilulissat (*)","Number of guests","Total","2024",56
"Unknown","Ilulissat (*)","Average overnight stays per guest","Total","2020",0.0
"Unknown","Ilulissat (*)","Average overnight stays per guest","Total","2021",1.4
"Unknown","Ilulissat (*)","Average overnight stays per guest","Total","2022",1.1
"Unknown","Ilulissat (*)","Average overnight stays per guest","Total","2023",6.4
"Unknown","Ilulissat (*)","Average overnight stays per guest","Total","2024",1.6
"Unknown","Qeqqata Kommunia","Number of overnight stays","Total","2020",1272
"Unknown","Qeqqata Kommunia","Number of overnight stays","Total","2021",7610
"Unknown","Qeqqata Kommunia","Number of overnight stays","Total","2022",0
"Unknown","Qeqqata Kommunia","Number of overnight stays","Total","2023",1112
"Unknown","Qeqqata Kommunia","Number of overnight stays","Total","2024",4483
"Unknown","Qeqqata Kommunia","Number of guests","Total","2020",444
"Unknown","Qeqqata Kommunia","Number of guests","Total","2021",4122
"Unknown","Qeqqata Kommunia","Number of guests","Total","2022",0
"Unknown","Qeqqata Kommunia","Number of guests","Total","2023",439
"Unknown","Qeqqata Kommunia","Number of guests","Total","2024",3637
"Unknown","Qeqqata Kommunia","Average overnight stays per guest","Total","2020",2.9
"Unknown","Qeqqata Kommunia","Average overnight stays per guest","Total","2021",1.8
"Unknown","Qeqqata Kommunia","Average overnight stays per guest","Total","2022",0.0
"Unknown","Qeqqata Kommunia","Average overnight stays per guest","Total","2023",2.5
"Unknown","Qeqqata Kommunia","Average overnight stays per guest","Total","2024",1.2
"Unknown","Kommune Kujalleq","Number of overnight stays","Total","2020",1978
"Unknown","Kommune Kujalleq","Number of overnight stays","Total","2021",4380
"Unknown","Kommune Kujalleq","Number of overnight stays","Total","2022",4695
"Unknown","Kommune Kujalleq","Number of overnight stays","Total","2023",1603
"Unknown","Kommune Kujalleq","Number of overnight stays","Total","2024",39
"Unknown","Kommune Kujalleq","Number of guests","Total","2020",666
"Unknown","Kommune Kujalleq","Number of guests","Total","2021",1729
"Unknown","Kommune Kujalleq","Number of guests","Total","2022",2141
"Unknown","Kommune Kujalleq","Number of guests","Total","2023",548
"Unknown","Kommune Kujalleq","Number of guests","Total","2024",13
"Unknown","Kommune Kujalleq","Average overnight stays per guest","Total","2020",3.0
"Unknown","Kommune Kujalleq","Average overnight stays per guest","Total","2021",2.5
"Unknown","Kommune Kujalleq","Average overnight stays per guest","Total","2022",2.2
"Unknown","Kommune Kujalleq","Average overnight stays per guest","Total","2023",2.9
"Unknown","Kommune Kujalleq","Average overnight stays per guest","Total","2024",3.0
"Unknown","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2020",0
"Unknown","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2021",0
"Unknown","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2022",815
"Unknown","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2023",3165
"Unknown","Kommuneqarfik Sermersooq Vest","Number of overnight stays","Total","2024",0
"Unknown","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2020",0
"Unknown","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2021",0
"Unknown","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2022",140
"Unknown","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2023",1248
"Unknown","Kommuneqarfik Sermersooq Vest","Number of guests","Total","2024",0
